Institution_ID,Institution_Type,Country,Employee_Count,Annual_Revenue_M,IT_Spend_Percent_Revenue,AI_Budget_Allocated,AI_Budget_Percent_Revenue,Budget_Growth_YoY,Has_Dedicated_AI_Team,Technical_Readiness_Score,API_Integration_Score,Data_Lake_Exists,Legacy_System_Score,Data_Maturity_Index,Governance_Framework_Exists,Governance_Maturity,AI_Governance_Committee,Model_Risk_Management_Maturity,Compliance_Incidents_12M,Risk_Culture_Score,Data_Privacy_Compliant,Cybersecurity_Level,Leadership_Commitment,Training_Investment_Per_Employee,Vendor_Strategy,Deployment_Mode,Existing_AI_Projects,Use_Case_Breadth,LLM_Adoption_Status
149,Bank,United Kingdom,1020,599.49,4.49,3.2,0.524,15.22,0,63,43,0,74,0.46,1,5,0,5,1,5,1,1,3,619.81,Vendor,PrivateCloud,3,0,0
150,Bank,United States,5535,3206.91,6.63,86.9,2.304,3.2,0,77,77,0,32,0.738,0,5,0,5,0,5,1,4,1,604.33,Hybrid,PublicCloud,17,3,1
151,Brokerage/Dealer,United States,5109,1317.04,3.98,19.42,1.42,6.11,1,74,69,1,35,0.91,1,3,1,4,0,5,1,2,5,1023.7,In-house,PublicCloud,8,7,1
152,Bank,United States,643,1401.7,2.15,8.62,0.499,16.45,1,66,21,1,57,0.254,1,3,1,3,2,5,1,1,3,678.11,Hybrid,On-Prem,3,0,0
153,Bank,European Union,1338,4710.51,5.81,82.03,1.535,13.29,1,84,55,1,39,0.914,0,2,0,2,0,4,1,3,3,792.53,Hybrid,PrivateCloud,4,1,1
154,Fintech,United Kingdom,952,204.62,5.49,0.87,0.404,16.92,0,75,43,1,61,0.529,1,4,1,3,0,4,0,2,2,617.46,Vendor,PublicCloud,10,4,1
155,RegTech,United States,1277,876.08,6.67,3.06,0.402,-8.11,1,68,51,0,43,0.208,0,4,0,1,0,2,1,5,3,727.79,In-house,On-Prem,2,2,0
156,Bank,United States,741,239.73,3.47,1.13,0.446,1.87,0,30,19,0,80,0.186,1,2,1,3,0,2,1,1,3,432.99,Hybrid,PublicCloud,2,0,0
157,Asset Manager,United States,1905,1060.19,4.65,0.0,0.0,14.97,0,31,0,0,78,0.068,1,4,1,4,0,3,0,2,3,598.09,Vendor,PublicCloud,1,0,0
158,Investment Bank,Other,1347,371.76,4.79,7.05,2.268,13.14,1,66,59,1,52,0.878,1,4,0,4,0,3,1,3,5,4006.72,Hybrid,On-Prem,6,6,1
159,Bank,United Kingdom,1056,812.26,6.98,6.14,0.632,10.78,0,88,69,1,43,0.81,0,3,0,1,0,1,1,5,2,386.67,Vendor,PublicCloud,5,1,1
160,Investment Bank,United States,4107,940.97,2.08,5.62,0.454,11.67,1,47,10,0,71,0.397,1,3,1,2,0,4,0,2,2,1201.98,In-house,PrivateCloud,3,0,0
161,Fintech,European Union,2358,2850.62,4.68,76.8,2.365,11.96,0,81,70,1,44,0.925,1,4,0,2,0,2,1,5,4,992.81,In-house,PrivateCloud,8,3,1
162,Asset Manager,United States,2179,745.29,4.36,5.29,0.739,15.47,1,83,56,0,48,0.664,0,1,0,2,2,2,1,3,3,614.12,In-house,On-Prem,4,2,0
163,Asset Manager,European Union,2708,2653.93,4.23,11.97,0.51,5.54,0,48,26,0,77,0.412,1,4,1,4,1,4,1,4,4,1488.94,Hybrid,On-Prem,2,4,1
164,Insurance,United States,1979,1395.25,6.41,13.31,0.894,8.88,0,79,43,1,43,0.734,1,4,1,4,3,3,1,4,3,791.56,Hybrid,PrivateCloud,5,2,1
165,Bank,Other,1530,419.78,2.68,0.42,0.097,7.87,1,58,27,1,68,0.42,0,3,1,2,0,3,1,3,2,571.06,Vendor,PrivateCloud,2,0,0
166,Payment Processor,Other,3274,733.37,3.39,3.84,0.681,12.77,1,71,25,1,84,0.367,0,3,0,3,3,2,1,2,2,194.19,Hybrid,PublicCloud,2,0,0
167,Bank,European Union,1184,1353.34,2.88,4.49,0.284,5.42,1,80,47,0,53,0.266,0,1,0,2,0,1,0,4,1,1009.24,Vendor,PrivateCloud,4,1,0
168,Bank,European Union,1692,291.05,5.46,0.0,0.0,10.54,0,43,29,0,64,0.52,1,4,0,2,1,3,1,2,2,1072.23,Vendor,PrivateCloud,4,5,0
169,Bank,United Kingdom,2668,2018.38,4.71,23.96,1.14,8.48,0,73,45,1,36,0.546,1,5,1,5,0,5,1,3,4,1052.64,In-house,PrivateCloud,10,2,1
170,Insurance,Other,436,279.4,5.28,6.41,2.239,17.51,1,81,64,1,46,0.787,1,3,0,4,3,1,1,3,5,1442.06,In-house,PublicCloud,8,5,1
171,Asset Manager,United Kingdom,3209,680.32,5.84,0.11,0.015,9.51,1,75,55,1,53,0.337,1,3,0,5,0,3,0,3,1,637.84,Vendor,On-Prem,4,3,0
172,Bank,United States,462,167.05,3.14,0.0,0.0,8.06,0,37,13,1,66,0.459,1,2,1,4,1,4,1,1,1,165.96,Vendor,PublicCloud,1,0,0
173,Insurance,United States,1374,171.6,5.48,2.18,1.038,11.68,1,87,56,1,35,0.769,1,3,1,1,3,2,0,3,3,1184.42,Vendor,PublicCloud,5,5,1
174,Bank,United States,663,92.58,2.83,0.08,0.097,3.43,1,53,29,1,51,0.273,0,3,0,2,0,4,1,4,2,828.02,Vendor,On-Prem,2,0,0
175,Asset Manager,European Union,492,101.48,3.41,1.75,1.302,7.72,0,61,43,1,57,0.541,1,2,0,2,0,2,0,1,3,632.61,Hybrid,PrivateCloud,2,2,0
176,Bank,United States,1848,1937.82,2.97,29.29,1.42,14.86,0,66,46,1,44,0.493,1,4,0,5,0,4,0,4,3,366.56,Hybrid,PrivateCloud,5,6,1
177,Asset Manager,European Union,1642,1016.24,7.1,7.66,0.866,-2.76,1,68,49,0,69,0.817,0,1,1,4,5,3,1,5,4,858.01,Hybrid,On-Prem,7,3,0
178,Fintech,United Kingdom,3102,10206.22,5.68,171.57,1.359,8.45,0,89,68,1,15,0.896,1,5,1,5,0,4,1,5,5,3094.12,Hybrid,PublicCloud,25,8,1
179,Credit Union,Other,399,1136.56,7.59,11.45,0.895,-3.22,1,78,75,0,30,0.395,0,3,1,4,0,5,1,4,1,323.37,Vendor,On-Prem,3,1,0
180,Bank,European Union,4559,423.48,3.78,0.0,0.0,3.9,1,67,40,1,62,0.318,0,1,0,1,0,2,0,5,1,861.91,Hybrid,PrivateCloud,5,0,0
181,Bank,European Union,1635,413.81,6.01,6.24,1.922,10.77,1,99,75,1,33,0.841,0,3,1,2,2,2,1,5,3,453.43,In-house,On-Prem,15,7,1
182,Bank,European Union,1829,349.57,4.26,2.66,0.67,7.36,0,57,32,1,69,0.313,0,2,0,2,0,3,1,3,3,1645.83,Vendor,PrivateCloud,1,1,0
183,Credit Union,Other,4402,1086.85,5.04,12.77,1.296,10.1,0,55,41,0,71,0.663,0,3,1,1,5,2,1,5,1,662.48,Hybrid,PrivateCloud,0,3,0
184,Brokerage/Dealer,United States,4610,3721.32,5.69,41.19,1.173,10.45,1,78,43,0,54,0.632,1,4,0,4,0,4,1,5,2,989.41,In-house,PrivateCloud,3,2,1
185,Bank,United States,1983,261.77,4.32,3.63,1.542,5.57,0,54,51,0,42,0.825,1,3,0,3,1,5,0,5,4,929.87,Hybrid,PublicCloud,3,3,1
186,Asset Manager,European Union,2345,9228.12,5.91,279.66,2.625,18.05,1,91,61,1,30,0.78,1,5,0,5,0,4,1,4,5,592.58,In-house,PrivateCloud,6,4,1
187,Payment Processor,European Union,1310,1549.1,4.35,7.17,0.502,-1.17,1,83,45,0,27,0.805,0,2,1,4,0,1,0,5,1,654.25,Vendor,PublicCloud,5,6,0
188,Insurance,United Kingdom,1226,318.14,5.43,1.56,0.502,23.52,0,54,20,0,65,0.835,1,5,1,5,0,5,0,4,5,895.81,Hybrid,PrivateCloud,1,4,0
189,Insurance,United Kingdom,3233,1911.33,7.72,40.78,1.758,18.02,1,96,78,1,33,0.914,0,5,1,5,0,5,1,4,4,1230.86,In-house,On-Prem,9,6,1
190,Bank,United States,2597,2072.16,5.56,26.79,1.176,4.57,1,71,62,0,21,0.727,1,4,1,4,0,3,1,4,2,470.2,In-house,PrivateCloud,6,1,1
191,Bank,United States,2213,475.02,4.4,2.24,0.505,8.03,0,38,54,1,82,0.214,1,5,1,5,0,5,1,2,3,656.14,Vendor,PublicCloud,4,1,0
192,Brokerage/Dealer,Other,1905,2713.58,6.16,55.17,1.77,6.85,1,81,45,1,50,0.711,0,1,0,3,0,3,1,2,5,440.1,Vendor,PublicCloud,8,2,1
193,Brokerage/Dealer,United States,977,357.17,4.58,4.65,1.356,3.13,0,60,21,1,76,0.577,1,4,0,2,0,4,1,3,3,788.68,In-house,PrivateCloud,1,5,1
194,Asset Manager,European Union,1308,573.62,2.04,0.0,0.0,-0.41,0,28,28,0,70,0.126,1,2,1,3,0,4,1,1,2,432.34,Hybrid,PrivateCloud,0,0,0
195,Bank,European Union,256,1029.96,1.65,8.04,0.79,18.62,0,32,24,0,82,0.401,1,5,0,1,0,5,0,1,4,807.32,Vendor,PrivateCloud,2,4,0
196,Bank,United States,764,305.05,3.02,2.17,0.554,4.88,1,76,83,1,47,0.477,1,3,0,2,0,1,0,5,2,866.52,In-house,On-Prem,9,5,1
197,Investment Bank,United States,800,1393.06,6.03,5.9,0.416,1.65,0,74,53,0,44,0.744,0,4,0,3,0,4,1,5,2,819.41,Hybrid,PrivateCloud,7,2,0
198,Brokerage/Dealer,United Kingdom,2456,4070.62,5.12,17.89,0.503,13.81,0,85,63,0,35,0.529,0,5,1,4,0,3,0,3,1,1448.05,In-house,On-Prem,5,2,1
199,Brokerage/Dealer,European Union,749,564.38,4.59,5.25,1.069,0.77,0,75,46,0,38,0.308,0,1,0,1,0,2,1,2,2,1258.85,Hybrid,PublicCloud,5,2,0
200,Investment Bank,United States,989,808.56,1.15,2.24,0.246,7.24,0,31,6,0,87,0.131,0,1,0,2,0,2,0,3,2,410.98,Vendor,PublicCloud,3,1,0
201,Asset Manager,United States,980,1957.64,3.47,20.98,0.923,5.12,0,68,29,1,48,0.657,1,2,1,2,3,1,0,2,3,650.24,In-house,PublicCloud,3,2,0
202,Bank,United States,585,247.14,2.48,1.41,0.591,4.49,0,37,44,0,48,0.47,1,2,1,4,0,3,1,2,2,1043.58,In-house,PublicCloud,0,2,0
203,Bank,United States,941,904.9,5.26,0.0,0.0,-6.66,1,63,29,1,45,0.16,1,1,1,2,0,3,1,3,1,354.85,Vendor,PublicCloud,3,1,0
204,Brokerage/Dealer,United States,520,167.44,6.18,0.0,0.0,5.08,0,43,44,0,73,0.568,0,1,0,1,0,2,0,2,2,845.13,Vendor,PrivateCloud,1,2,0
205,Asset Manager,United Kingdom,475,151.88,2.35,0.0,0.0,3.41,0,32,29,0,87,0.157,1,2,0,5,0,5,1,2,3,503.99,Vendor,On-Prem,0,0,0
206,Bank,United States,275,50.0,2.46,0.14,0.269,8.69,0,65,34,1,100,0.229,1,2,1,4,2,3,1,2,3,1253.59,Vendor,PrivateCloud,1,4,0
207,Bank,European Union,468,225.11,3.42,0.0,0.0,0.44,0,51,30,0,63,0.065,0,1,0,1,2,2,1,1,2,1061.31,Hybrid,On-Prem,2,1,0
208,Asset Manager,United States,7906,970.13,7.72,9.97,0.978,13.12,0,87,81,1,35,0.956,0,4,1,3,0,1,0,5,3,1131.96,In-house,PublicCloud,15,5,1
209,Bank,European Union,14864,3055.86,7.1,40.79,1.237,17.29,1,87,64,0,35,0.954,1,5,1,5,0,5,1,3,5,2595.87,Vendor,PrivateCloud,13,3,1
210,Bank,European Union,13384,959.64,4.94,21.79,1.916,8.69,1,97,66,1,21,0.94,1,3,1,2,2,3,0,5,4,622.05,In-house,On-Prem,13,1,1
211,Insurance,Other,1565,631.97,2.6,8.13,1.292,7.12,0,58,37,0,69,0.418,1,5,1,5,0,5,0,1,5,2019.99,Vendor,On-Prem,3,1,0
212,Asset Manager,United States,612,320.77,4.51,3.44,1.075,17.66,1,68,50,1,51,0.609,1,5,0,4,0,5,1,2,5,1639.61,Vendor,PublicCloud,1,4,1
213,Asset Manager,United States,736,814.6,4.46,12.91,1.337,11.35,1,75,35,1,62,0.772,0,1,1,3,0,3,0,5,2,1831.3,Hybrid,PublicCloud,9,3,0
214,Bank,Other,1088,1716.34,2.4,14.53,0.774,12.4,1,40,13,0,67,0.227,1,3,0,2,0,3,1,1,4,658.47,Vendor,PublicCloud,4,3,0
215,Investment Bank,Other,2804,20050.22,4.02,400.97,2.251,8.27,1,92,80,1,25,0.868,1,2,0,3,0,4,0,4,4,945.06,Hybrid,PrivateCloud,26,4,1
216,Bank,United States,852,351.32,6.55,0.77,0.225,5.11,0,85,72,1,58,0.586,0,2,1,1,5,1,1,4,1,436.55,Hybrid,PublicCloud,8,7,0
217,Bank,United States,4023,1589.72,7.33,22.74,1.571,12.6,1,100,85,1,15,0.892,0,5,0,2,0,4,1,3,4,1444.12,In-house,PrivateCloud,11,10,1
218,Investment Bank,Other,774,643.02,2.26,2.5,0.409,14.19,0,49,33,1,74,0.278,1,1,0,2,0,1,1,1,4,328.55,Hybrid,PrivateCloud,1,2,0
219,Asset Manager,United States,1772,1355.02,3.55,7.72,0.73,10.2,0,58,15,0,94,0.198,0,3,1,1,0,3,0,4,1,214.07,Hybrid,PublicCloud,2,4,0
220,Payment Processor,Other,478,259.55,2.54,0.0,0.0,-6.39,0,26,0,0,94,0.101,0,1,0,1,10,1,1,1,1,303.92,Vendor,PublicCloud,0,0,0
221,Asset Manager,Other,2692,423.14,4.84,1.04,0.233,14.47,0,75,43,0,57,0.755,1,2,0,4,1,1,1,1,4,520.46,Vendor,PrivateCloud,2,1,0
222,Insurance,United States,836,274.25,3.4,0.32,0.107,9.96,1,38,7,0,53,0.16,1,3,0,4,2,5,1,1,2,576.35,Vendor,PublicCloud,2,3,0
223,Bank,Other,7135,10952.84,7.13,210.27,1.921,8.26,1,88,51,1,40,0.812,0,4,0,3,3,2,1,5,1,997.68,In-house,On-Prem,11,2,1
224,Fintech,United Kingdom,1403,796.08,4.97,9.37,1.0,10.11,1,93,87,1,24,0.915,1,5,0,5,0,4,1,4,4,859.08,In-house,PrivateCloud,11,6,1
225,Bank,European Union,1371,1651.65,5.79,9.32,0.642,15.48,0,42,35,0,41,0.448,1,5,1,5,1,5,1,2,4,1290.99,Hybrid,PublicCloud,2,2,0
226,Bank,United Kingdom,1542,594.96,4.09,0.38,0.059,10.93,1,81,56,0,24,0.851,1,4,0,4,0,4,0,1,1,745.5,In-house,PrivateCloud,5,1,1
227,Hedge Fund,United States,1367,315.88,2.85,2.32,0.653,8.45,0,59,39,0,61,0.608,0,4,0,5,0,3,0,3,4,1635.55,Vendor,PublicCloud,2,1,0
228,Fintech,European Union,4138,5044.09,6.38,66.49,1.631,6.04,1,79,61,1,32,0.749,1,5,0,4,1,5,1,5,4,1390.89,In-house,On-Prem,10,3,1
229,Brokerage/Dealer,United States,4186,1270.11,3.96,7.93,0.832,10.21,1,58,53,1,42,0.948,0,3,0,1,2,1,1,4,5,721.86,Vendor,PrivateCloud,7,7,0
230,Asset Manager,Other,1657,516.79,5.39,5.65,0.899,11.05,1,93,59,1,36,0.77,1,5,0,5,0,5,0,5,2,763.73,Hybrid,On-Prem,5,8,1
231,Payment Processor,United Kingdom,6790,2989.3,7.35,45.68,1.109,-0.15,0,89,68,1,19,0.672,0,4,1,4,0,2,1,5,4,665.63,Hybrid,PrivateCloud,6,2,1
232,Insurance,United States,2580,3115.09,5.44,17.19,0.51,9.73,1,83,57,1,33,0.672,0,4,0,4,0,3,0,4,1,686.06,In-house,PrivateCloud,9,2,1
233,Insurance,United States,2000,2121.67,3.13,21.5,0.865,11.61,1,72,58,1,44,0.421,1,3,1,2,4,1,0,4,1,1057.93,In-house,On-Prem,6,1,0
234,Fintech,Other,771,1744.02,4.7,31.86,1.85,20.08,0,76,70,0,19,0.798,1,5,1,5,0,5,0,5,5,542.96,In-house,PublicCloud,15,7,1
235,Bank,United Kingdom,3291,3531.82,3.45,11.78,0.425,4.71,1,48,28,0,65,0.233,1,5,1,1,3,5,1,2,1,1072.08,Hybrid,PublicCloud,2,3,0
236,Investment Bank,Other,1144,662.72,4.05,1.12,0.223,11.45,0,38,42,0,49,0.238,1,5,1,4,0,4,1,2,1,383.78,In-house,PrivateCloud,1,1,0
237,Bank,United States,1602,1792.25,4.42,0.0,0.0,3.48,1,75,66,0,55,0.109,0,2,0,3,2,2,1,2,1,346.67,Hybrid,PublicCloud,8,1,0
238,Bank,United Kingdom,3178,1337.98,2.72,0.0,0.0,4.2,0,57,51,0,49,0.19,0,5,1,3,2,2,1,3,1,1622.64,Vendor,PrivateCloud,6,1,0
239,Asset Manager,Other,2943,659.28,5.51,2.48,0.416,14.02,0,73,24,0,66,0.276,1,3,1,2,0,4,1,4,4,374.54,Vendor,PublicCloud,2,5,1
240,Bank,United States,2263,1535.29,5.7,28.18,1.736,3.75,0,64,64,0,41,0.756,0,1,0,1,0,1,0,4,1,1542.92,Vendor,PrivateCloud,6,2,0
241,Credit Union,United Kingdom,1673,1717.79,5.65,40.11,1.936,6.09,1,91,64,1,64,0.625,0,1,0,1,0,1,0,4,4,1489.48,Vendor,PublicCloud,8,2,1
242,Hedge Fund,Other,372,227.66,2.92,0.0,0.0,13.89,0,50,24,0,78,0.069,0,2,0,2,0,3,1,1,3,580.73,Vendor,On-Prem,0,2,0
243,Credit Union,European Union,3430,5061.54,4.61,83.36,1.678,16.27,1,70,72,1,44,0.852,0,2,0,1,0,3,1,4,2,650.82,Hybrid,PrivateCloud,9,5,1
244,Fintech,European Union,1286,600.2,4.37,6.21,0.828,3.23,1,91,56,0,34,0.567,0,3,1,3,0,4,1,5,2,856.54,Hybrid,PublicCloud,5,3,1
245,Bank,Other,1460,564.71,6.69,5.39,0.956,5.14,1,82,75,1,59,0.752,1,4,0,3,2,1,1,1,5,289.99,In-house,PrivateCloud,8,2,1
246,Credit Union,European Union,11052,3599.73,6.09,47.69,1.205,12.71,1,83,64,1,43,0.92,1,5,1,5,0,5,1,2,4,1238.15,In-house,PrivateCloud,11,3,1
247,Fintech,Other,2573,1243.1,3.72,10.68,0.733,7.53,0,60,35,0,56,0.478,0,3,1,4,0,5,1,4,1,668.77,In-house,On-Prem,3,1,0
248,Hedge Fund,European Union,528,321.2,3.58,1.02,0.335,5.01,0,65,40,1,53,0.164,0,1,0,2,0,2,0,1,1,518.13,Vendor,PublicCloud,2,1,0
249,Hedge Fund,European Union,639,2709.83,3.72,47.46,1.638,14.69,1,64,44,1,51,0.738,1,5,1,4,0,5,1,4,5,1027.04,Hybrid,PrivateCloud,3,1,1
250,Brokerage/Dealer,United States,3083,289.15,1.23,0.29,0.101,10.56,0,39,7,0,100,0.098,1,2,1,3,2,5,1,1,1,218.18,Vendor,On-Prem,0,2,0
251,Bank,Other,2923,1452.55,4.6,20.34,1.121,2.99,0,45,34,1,50,0.493,0,4,1,3,1,3,0,4,4,2416.08,Hybrid,PublicCloud,4,1,0
252,Fintech,European Union,953,805.11,4.97,11.11,1.235,12.91,1,89,86,0,36,0.751,1,1,0,1,0,1,1,5,2,768.53,In-house,On-Prem,9,6,0
253,Brokerage/Dealer,United States,531,1271.57,5.86,4.58,0.43,10.96,1,47,42,0,49,0.181,0,2,1,2,0,2,1,4,1,1564.61,In-house,On-Prem,2,0,0
254,Bank,European Union,664,798.93,4.11,4.15,0.54,5.18,0,68,33,0,67,0.565,1,4,1,4,0,4,1,5,3,732.36,Hybrid,PublicCloud,7,1,0
255,Bank,United Kingdom,280,591.01,4.02,0.0,0.0,-17.2,0,46,35,1,51,0.104,0,3,0,3,0,2,1,2,1,480.46,Vendor,On-Prem,7,0,0
256,Insurance,European Union,2301,550.73,1.71,0.2,0.037,-0.38,0,65,34,0,55,0.055,0,3,0,1,4,1,0,2,1,391.41,Hybrid,PublicCloud,1,0,0
257,Credit Union,Other,1933,3766.48,5.59,79.9,1.784,8.97,1,93,92,1,18,0.934,1,3,0,4,0,5,1,4,4,443.8,In-house,On-Prem,8,6,1
258,Asset Manager,United States,651,390.28,3.62,3.92,1.018,3.64,1,85,64,1,54,0.67,0,1,0,1,4,1,1,3,2,887.77,Vendor,PrivateCloud,4,4,0
259,Insurance,Other,743,329.9,3.56,1.16,0.488,2.17,0,40,10,0,68,0.281,1,1,0,1,2,2,0,2,2,600.84,In-house,PublicCloud,1,2,0
260,Bank,United States,1139,82.26,3.51,0.65,0.811,8.96,0,52,49,1,64,0.399,1,1,0,2,0,2,0,1,1,607.05,Vendor,PublicCloud,5,3,0
261,Asset Manager,United Kingdom,874,869.39,3.39,0.02,0.002,11.02,1,60,23,0,62,0.188,0,1,0,1,0,1,1,4,1,800.85,Vendor,On-Prem,3,3,0
262,RegTech,United Kingdom,650,158.32,4.45,0.6,0.324,3.64,0,56,44,1,43,0.397,0,3,0,4,0,4,1,5,2,693.53,In-house,PrivateCloud,1,3,0
263,Bank,United States,620,1116.36,4.52,8.63,0.695,8.16,0,63,61,1,40,0.164,0,2,0,3,0,1,0,4,1,531.77,In-house,PublicCloud,8,4,0
264,Insurance,European Union,790,4236.57,4.29,19.52,0.415,12.42,0,66,22,0,56,0.155,0,2,0,1,0,4,1,3,1,569.76,Hybrid,PrivateCloud,5,1,0
265,Brokerage/Dealer,Other,600,2161.69,4.32,20.86,1.096,3.97,1,84,65,1,49,0.553,1,5,1,5,0,5,1,4,3,1674.66,Hybrid,PrivateCloud,7,6,1
266,Investment Bank,United States,1294,453.0,4.33,4.05,0.845,11.25,1,68,32,0,51,0.364,0,4,0,4,3,2,1,4,4,792.45,Vendor,PublicCloud,4,1,0
267,Asset Manager,United States,1894,595.73,4.27,8.28,1.291,11.7,0,70,61,1,27,0.73,0,3,0,3,0,1,0,5,2,2675.78,In-house,PublicCloud,9,6,1
268,Investment Bank,European Union,1403,717.71,5.07,9.75,1.072,5.09,0,91,78,1,38,0.758,0,4,0,4,0,4,1,5,4,352.64,Hybrid,PrivateCloud,9,4,1
269,Fintech,European Union,347,607.02,3.75,5.66,1.142,13.41,0,52,0,1,73,0.246,0,3,1,2,0,4,1,2,5,531.63,Vendor,On-Prem,4,0,0
270,Bank,Other,2439,1648.3,6.07,11.61,0.85,2.28,0,61,71,0,27,0.398,0,5,0,2,1,2,1,4,4,1199.4,In-house,On-Prem,5,3,0
271,Payment Processor,United States,1485,1263.07,3.98,21.46,1.701,9.9,1,88,41,1,55,0.911,1,5,1,4,1,5,0,2,5,2529.2,In-house,PrivateCloud,7,6,1
272,Payment Processor,Other,1448,786.97,6.29,8.62,0.896,6.29,0,52,28,1,73,0.464,1,3,0,5,0,5,1,5,4,2347.15,Hybrid,PrivateCloud,4,4,0
273,Brokerage/Dealer,United Kingdom,3949,5143.51,6.51,3.18,0.063,8.95,0,72,47,0,38,0.463,0,2,1,2,0,2,1,5,2,853.15,In-house,PrivateCloud,6,0,0
274,Credit Union,United States,863,2153.49,7.28,19.17,0.93,6.04,0,67,59,0,37,0.575,0,5,1,5,0,5,0,2,3,1321.09,Vendor,On-Prem,5,3,1
275,Insurance,Other,1135,368.36,3.74,0.79,0.233,10.62,1,51,3,0,80,0.206,0,4,1,4,0,4,1,3,5,724.44,Hybrid,PublicCloud,1,1,0
276,Insurance,United States,3770,4372.36,4.9,77.56,1.432,19.62,1,88,70,1,26,0.759,1,4,1,5,0,3,1,5,4,1062.87,Vendor,PrivateCloud,9,5,1
277,Payment Processor,European Union,2643,3659.77,4.57,37.81,1.253,5.78,0,45,41,1,55,0.571,0,3,0,3,3,3,0,4,3,422.81,Hybrid,PrivateCloud,5,1,0
278,Asset Manager,European Union,1647,1399.94,3.32,8.09,0.623,0.36,1,76,48,0,45,0.786,1,3,1,2,0,3,1,1,1,204.04,In-house,PublicCloud,5,1,0
279,Investment Bank,United Kingdom,1307,788.87,3.27,6.0,0.631,-2.28,0,57,62,1,42,0.325,0,1,0,4,0,2,1,3,2,1489.65,In-house,PrivateCloud,3,1,0
280,Payment Processor,European Union,1411,2578.86,5.24,10.24,0.415,6.02,1,59,18,0,54,0.414,1,3,1,3,2,1,0,2,2,1009.25,In-house,PublicCloud,0,2,0
281,Brokerage/Dealer,European Union,326,322.45,3.3,1.96,0.507,-1.41,0,51,16,0,71,0.139,1,3,0,5,1,1,1,3,4,1003.03,Vendor,PublicCloud,1,0,0
282,Bank,United States,3004,377.61,6.79,2.66,0.663,3.9,0,40,46,1,69,0.338,1,4,0,2,0,3,1,3,2,530.17,Vendor,PublicCloud,3,1,0
283,Fintech,European Union,4327,11421.59,6.37,169.23,1.251,6.02,1,96,80,1,32,0.943,1,5,1,4,0,3,1,5,4,1414.71,In-house,PrivateCloud,16,3,1
284,Bank,Other,488,805.14,2.65,9.43,1.204,12.59,1,50,27,1,52,0.468,1,2,0,4,1,2,0,2,5,1133.18,Vendor,PrivateCloud,3,3,0
285,Insurance,United Kingdom,7513,1425.17,5.82,7.07,0.524,9.61,1,75,48,1,57,0.895,1,5,1,5,0,5,1,5,5,435.63,Vendor,On-Prem,10,7,1
286,Bank,Other,1663,674.4,5.15,5.52,0.752,19.02,1,60,30,0,47,0.17,0,3,0,1,2,5,0,5,2,854.22,Vendor,PublicCloud,3,2,0
287,Fintech,United Kingdom,738,170.91,3.03,0.14,0.108,0.82,0,37,16,0,91,0.241,0,1,1,1,0,2,1,1,3,563.33,Vendor,PublicCloud,1,1,0
288,Insurance,United Kingdom,865,515.21,5.29,5.02,1.04,9.48,0,59,50,0,48,0.315,0,4,1,3,0,4,1,5,2,2846.55,Hybrid,On-Prem,3,1,0
289,Bank,European Union,3075,763.22,6.08,9.45,0.974,2.02,1,64,46,1,46,0.518,1,2,1,3,0,1,1,2,2,793.92,In-house,PrivateCloud,1,3,1
290,Insurance,United States,1276,2385.89,5.51,17.1,0.655,3.11,1,96,68,1,27,0.629,1,5,1,3,0,5,0,5,2,1265.2,In-house,PublicCloud,7,3,1
291,Bank,Other,1138,1903.88,7.62,0.43,0.024,7.87,0,50,5,0,69,0.242,1,1,0,1,0,1,0,3,2,1599.45,Hybrid,PrivateCloud,2,4,0
292,Bank,Other,3349,1606.67,3.33,21.87,1.275,7.3,0,61,43,0,48,0.525,0,3,0,3,0,1,1,3,1,477.02,In-house,PublicCloud,6,2,1
293,Payment Processor,Other,756,815.69,4.98,0.0,0.0,3.38,0,34,37,0,69,0.107,0,1,0,1,0,1,1,1,1,839.17,Vendor,On-Prem,1,4,0
294,Fintech,European Union,1598,1576.54,5.93,12.06,0.808,6.49,1,91,75,1,20,0.72,1,5,1,2,1,2,1,3,3,565.27,In-house,PrivateCloud,8,5,1
295,Bank,Other,1017,689.61,4.4,3.62,0.684,17.52,0,51,36,0,63,0.14,0,3,1,2,1,5,1,1,1,273.5,Vendor,PrivateCloud,2,1,0
296,Insurance,European Union,1267,836.66,5.07,1.45,0.209,8.91,0,66,17,0,78,0.473,1,3,1,4,3,5,1,3,2,210.59,In-house,PublicCloud,7,0,0
297,Investment Bank,European Union,558,728.41,3.15,8.13,1.425,-0.29,0,63,48,1,43,0.632,0,3,0,4,1,2,1,2,4,335.48,Hybrid,PublicCloud,4,1,1
298,Bank,Other,1185,347.49,6.57,2.1,0.647,14.49,0,64,49,0,52,0.509,0,2,1,2,3,1,0,5,5,1476.86,Hybrid,On-Prem,1,0,0
299,Asset Manager,United Kingdom,1944,369.22,3.95,1.82,0.434,1.44,1,77,82,0,41,0.543,0,2,0,1,0,3,0,1,2,2325.45,In-house,On-Prem,7,3,0
300,Bank,European Union,1488,784.29,4.46,7.62,0.804,2.22,1,66,40,1,47,0.387,1,4,0,5,1,4,1,3,5,915.81,In-house,PublicCloud,4,1,0
